name;job;city;age;children;balance
Капнист Аскольд Ираклиевич;Администратор гостиницы;Кэрэн;80;4;236847
Каблукова Арина Захаровна;Тележурналист;Эль-Губба;53;0;773896
Барановский Андрей Фомевич;Социолог;Ужице;72;1;372894
Ялунин Леонид Арсениевич;Полицейский;Санкт-Галлен;30;4;275726
Гарифуллин Вадим Адамович;Эндокринолог (специалист по гормонам);Мозырь;7;4;709259
Немцев Вячеслав Моисеевич;Кондитер;Пешавар;31;1;899903
Юхтриц Кондратий Епифанович;Прозектор;Хюэ;9;2;358826
Бруевича Валентина Трофимовна;Балетмейстер;Добрич;85;4;120819
Огурцова Дарья Владленовна;Штукатур;Порт-Мария;32;3;642975
Яценко Давид Ростиславович;Картограф;Куссери;0;3;632721
Ростов Глеб Адрианович;Диджей;Чхонджу;62;3;493561
Смешной Изяслав Самуилович;Бизнес-консультант;Абомей-Калави;79;1;687409
Глинин Онуфрий Левович;Искусствовед;Хайфа;39;4;622070
Шаронов Виктор Изяславович;Менеджер по PR;Тунха;69;2;439758
Кулагин Степан Валерьянович;Контент-менеджер;Масента;60;0;755493
Исмайлова Наталья Леонидовна;Автослесарь;Нджеру;10;4;177887
Ахвледиани Любава Василиевна;Маляр;Сан-Бернарду-ду-Кампу;31;0;474548
Ярыкина Ирина Ильевна;Строитель;Кум;68;4;97900
Селезнёв Евграф Елисеевич;Дизайнер;Ривас;22;1;377624
Набережнева Нина Глебовна;Скотник;Сохаг;24;2;934754
Касимова Ирина Василиевна;Инженер;Мэн;89;1;345215
Богачёва Каролина Иосифовна;Офис-менеджер;Ростов-на-Дону;88;2;751435
Гунина Ирина Фомевна;Бизнес-аналитик;Курган-Тюбе;7;4;599121
Ивазова Валентина Ипполитовна;Web-дизайнер;Луга;33;2;255707
Набоко Григорий Ипполитович;Продавец;Вуковар;73;1;555267
Авилов Игорь Евгениевич;Скульптор;Аюттхая;26;0;433594
Лосев Кирилл Савелиевич;Матрос;Кабударе;13;4;504730
Тотенкова Яна Глебовна;Охотник;Мванза;31;3;699829
Ионов Агафон Сидорович;Художник по костюму;Хожув;63;2;197479
Цуцков Кирилл Карлович;Проректор;Бьюмба;56;2;203186
Булгаков Онуфрий Казимирович;Верстальщик;Райпур;17;4;907563
Деменок Фадей Богданович;Бригадир железнодорожного пути;Маркала;87;4;26062
Набойщикова Анастасия Андрияновна;Киномеханик;Ирбид;75;3;251678
Нестеров Кондрат Эдуардович;Актер;Джелонг;67;4;966126
Звягина Ирина Давидовна;Инженер-технолог;Бисау;41;3;338684
Уксюзова Анна Семеновна;Священнослужитель;Массауа;68;1;366272
Миронова Татьяна Андрияновна;Сантехник;Гвадалупе;23;3;897919
Ветров Вадим Данилевич;Телохранитель;Краснодар;23;0;672638
Буриличева Марина Никитевна;Бухгалтер;Гожув-Велькопольски;78;1;470886
Богрова Вероника Олеговна;Шлифовщик;Монзе;81;0;942017
Малец Вацлав Ростиславович;Терапевт;Эль-Бака;28;3;49011
Салтыкова Майя Вячеславовна;Портье;Сарпсборг;64;2;602631
Ельцин Михаил Федотович;Маклер;Луга;88;3;729981
Григорьев Никифор Платонович;Уролог;Джоухар;22;2;283935
Тотенкова Лилия Олеговна;Юрист;Тромсё;16;3;155548
Дудченко Ираклий Геннадиевич;Бортпроводник;Пуэрто-Кабесас;50;4;500153
Шалимов Осип Андроникович;Супервайзер;Таиз;82;0;143341
Язина Лилия Игнатиевна;Терапевт;Шарлеруа;18;2;406402
Цыганкова Наталья Ивановна;Инженер-химик;Сангареди;51;4;521790
Янаева Лилия Тимуровна;Диктор;Нгози;55;3;206939
